Plan,Metal Level,OOPM,Deductible,Drug Deductible,Number of Claims,Visits,Category
46944AL0620001,Gold,5040.0,850,0,14,3,Rx Specialty
46944AL0620001,Gold,4990.0,850,0,15,5,Specialist
46944AL0620001,Gold,4990.0,850,0,16,6,Lab
46944AL0620001,Gold,4940.0,850,0,17,6,Specialist
46944AL0620001,Gold,4940.0,850,0,18,7,Lab
46944AL0620001,Gold,4715.0,850,0,19,7,Advanced Imaging
46944AL0620001,Gold,4540.0,850,0,20,7,Rx Specialty
46944AL0620001,Gold,4490.0,850,0,21,7,Specialist
46944AL0620001,Gold,4490.0,850,0,22,8,Lab
46944AL0620001,Gold,4315.0,850,0,23,8,Rx Specialty
46944AL0620001,Gold,4265.0,850,0,24,8,Specialist
46944AL0620001,Gold,4265.0,850,0,25,9,Lab
46944AL0620001,Gold,4090.0,850,0,26,9,Rx Specialty
46944AL0620001,Gold,4040.0,850,0,27,9,Specialist
46944AL0620001,Gold,4040.0,850,0,28,10,Lab
46944AL0620001,Gold,3815.0,850,0,29,10,Advanced Imaging
46944AL0620001,Gold,3640.0,850,0,30,10,Rx Specialty
46944AL0620001,Gold,3590.0,850,0,31,10,Specialist
46944AL0620001,Gold,3590.0,850,0,32,11,Lab
46944AL0620001,Gold,3415.0,850,0,33,11,Rx Specialty
46944AL0620001,Gold,3365.0,850,0,34,11,Specialist
46944AL0620001,Gold,3365.0,850,0,35,12,Lab
46944AL0620001,Gold,3190.0,850,0,36,12,Rx Specialty
46944AL0620001,Gold,3140.0,850,0,37,12,Specialist
46944AL0620001,Gold,3140.0,850,0,38,13,Lab
46944AL0620001,Gold,2915.0,850,0,39,13,Advanced Imaging
46944AL0620001,Gold,2740.0,850,0,40,13,Rx Specialty
46944AL0620001,Gold,2690.0,850,0,41,13,Specialist
46944AL0620001,Gold,2690.0,850,0,42,14,Lab
46944AL0620001,Gold,2515.0,850,0,43,14,Rx Specialty
46944AL0620001,Gold,2465.0,850,0,44,14,Specialist
46944AL0620001,Gold,2465.0,850,0,45,15,Lab
46944AL0620001,Gold,2290.0,850,0,46,15,Rx Specialty
46944AL0620001,Gold,2240.0,850,0,47,15,Specialist
46944AL0620001,Gold,2240.0,850,0,48,16,Lab
46944AL0620001,Gold,2065.0,850,0,49,16,Rx Specialty
46944AL0620001,Gold,2015.0,850,0,50,16,Specialist
46944AL0410001,Silver,6850,2600,0,0,1,
46944AL0410001,Silver,6850,2600,0,1,1,Lab
46944AL0410001,Silver,6600.0,2600,0,2,1,Rx Specialty
46944AL0410001,Silver,6580.0,2600,0,3,1,Rx Generic
46944AL0410001,Silver,6525.0,2600,0,4,1,Specialist
46944AL0410001,Silver,6175.0,2600,0,5,1,Advanced Imaging
46944AL0410001,Silver,6175.0,2600,0,6,2,Lab
46944AL0410001,Silver,6120.0,2600,0,7,2,Specialist
46944AL0410001,Silver,6120.0,2600,0,8,3,Lab
46944AL0410001,Silver,5870.0,2600,0,9,3,Rx Specialty
46944AL0410001,Silver,5815.0,2600,0,10,3,Specialist
46944AL0410001,Silver,5815.0,2600,0,11,4,Lab
46944AL0410001,Silver,5760.0,2600,0,12,4,Specialist
46944AL0410001,Silver,5760.0,2600,0,13,5,Lab
46944AL0410001,Silver,5510.0,2600,0,14,3,Rx Specialty
46944AL0410001,Silver,5455.0,2600,0,15,5,Specialist
46944AL0410001,Silver,5455.0,2600,0,16,6,Lab
46944AL0410001,Silver,5400.0,2600,0,17,6,Specialist
46944AL0410001,Silver,5400.0,2600,0,18,7,Lab
46944AL0410001,Silver,5050.0,2600,0,19,7,Advanced Imaging
46944AL0410001,Silver,4800.0,2600,0,20,7,Rx Specialty
46944AL0410001,Silver,4745.0,2600,0,21,7,Specialist
46944AL0410001,Silver,4745.0,2600,0,22,8,Lab
46944AL0410001,Silver,4495.0,2600,0,23,8,Rx Specialty
46944AL0410001,Silver,4440.0,2600,0,24,8,Specialist
46944AL0410001,Silver,4440.0,2600,0,25,9,Lab
46944AL0410001,Silver,4190.0,2600,0,26,9,Rx Specialty
46944AL0410001,Silver,4135.0,2600,0,27,9,Specialist
46944AL0410001,Silver,4135.0,2600,0,28,10,Lab
46944AL0410001,Silver,3785.0,2600,0,29,10,Advanced Imaging
46944AL0410001,Silver,3535.0,2600,0,30,10,Rx Specialty
46944AL0410001,Silver,3480.0,2600,0,31,10,Specialist
46944AL0410001,Silver,3480.0,2600,0,32,11,Lab
46944AL0410001,Silver,3230.0,2600,0,33,11,Rx Specialty
46944AL0410001,Silver,3175.0,2600,0,34,11,Specialist
46944AL0410001,Silver,3175.0,2600,0,35,12,Lab
46944AL0410001,Silver,2925.0,2600,0,36,12,Rx Specialty
46944AL0410001,Silver,2870.0,2600,0,37,12,Specialist
46944AL0410001,Silver,2870.0,2600,0,38,13,Lab
46944AL0410001,Silver,2520.0,2600,0,39,13,Advanced Imaging
46944AL0410001,Silver,2270.0,2600,0,40,13,Rx Specialty
46944AL0410001,Silver,2215.0,2600,0,41,13,Specialist
46944AL0410001,Silver,2215.0,2600,0,42,14,Lab
46944AL0410001,Silver,1965.0,2600,0,43,14,Rx Specialty
46944AL0410001,Silver,1910.0,2600,0,44,14,Specialist
46944AL0410001,Silver,1910.0,2600,0,45,15,Lab
46944AL0410001,Silver,1660.0,2600,0,46,15,Rx Specialty
46944AL0410001,Silver,1605.0,2600,0,47,15,Specialist
46944AL0410001,Silver,1605.0,2600,0,48,16,Lab
46944AL0410001,Silver,1355.0,2600,0,49,16,Rx Specialty
46944AL0410001,Silver,1300.0,2600,0,50,16,Specialist
46944AL0630001,Silver,6850,2800,0,0,1,
46944AL0630001,Silver,6850,2800,0,1,1,Lab
46944AL0630001,Silver,6600.0,2800,0,2,1,Rx Specialty
46944AL0630001,Silver,6580.0,2800,0,3,1,Rx Generic
46944AL0630001,Silver,6515.0,2800,0,4,1,Specialist
46944AL0630001,Silver,6165.0,2800,0,5,1,Advanced Imaging
46944AL0630001,Silver,6165.0,2800,0,6,2,Lab
46944AL0630001,Silver,6100.0,2800,0,7,2,Specialist
46944AL0630001,Silver,6100.0,2800,0,8,3,Lab
46944AL0630001,Silver,5850.0,2800,0,9,3,Rx Specialty
46944AL0630001,Silver,5785.0,2800,0,10,3,Specialist
46944AL0630001,Silver,5785.0,2800,0,11,4,Lab
46944AL0630001,Silver,5720.0,2800,0,12,4,Specialist
46944AL0630001,Silver,5720.0,2800,0,13,5,Lab
46944AL0630001,Silver,5470.0,2800,0,14,3,Rx Specialty
46944AL0630001,Silver,5405.0,2800,0,15,5,Specialist
46944AL0630001,Silver,5405.0,2800,0,16,6,Lab
46944AL0630001,Silver,5340.0,2800,0,17,6,Specialist
46944AL0630001,Silver,5340.0,2800,0,18,7,Lab
46944AL0630001,Silver,4990.0,2800,0,19,7,Advanced Imaging
46944AL0630001,Silver,4740.0,2800,0,20,7,Rx Specialty
46944AL0630001,Silver,4675.0,2800,0,21,7,Specialist
46944AL0630001,Silver,4675.0,2800,0,22,8,Lab
46944AL0630001,Silver,4425.0,2800,0,23,8,Rx Specialty
46944AL0630001,Silver,4360.0,2800,0,24,8,Specialist
46944AL0630001,Silver,4360.0,2800,0,25,9,Lab
46944AL0630001,Silver,4110.0,2800,0,26,9,Rx Specialty
46944AL0630001,Silver,4045.0,2800,0,27,9,Specialist
46944AL0630001,Silver,4045.0,2800,0,28,10,Lab
46944AL0630001,Silver,3695.0,2800,0,29,10,Advanced Imaging
46944AL0630001,Silver,3445.0,2800,0,30,10,Rx Specialty
46944AL0630001,Silver,3380.0,2800,0,31,10,Specialist
46944AL0630001,Silver,3380.0,2800,0,32,11,Lab
46944AL0630001,Silver,3130.0,2800,0,33,11,Rx Specialty
46944AL0630001,Silver,3065.0,2800,0,34,11,Specialist
46944AL0630001,Silver,3065.0,2800,0,35,12,Lab
46944AL0630001,Silver,2815.0,2800,0,36,12,Rx Specialty
46944AL0630001,Silver,2750.0,2800,0,37,12,Specialist
46944AL0630001,Silver,2750.0,2800,0,38,13,Lab
46944AL0630001,Silver,2400.0,2800,0,39,13,Advanced Imaging
46944AL0630001,Silver,2150.0,2800,0,40,13,Rx Specialty
46944AL0630001,Silver,2085.0,2800,0,41,13,Specialist
46944AL0630001,Silver,2085.0,2800,0,42,14,Lab
46944AL0630001,Silver,1835.0,2800,0,43,14,Rx Specialty
46944AL0630001,Silver,1770.0,2800,0,44,14,Specialist
46944AL0630001,Silver,1770.0,2800,0,45,15,Lab
46944AL0630001,Silver,1520.0,2800,0,46,15,Rx Specialty
46944AL0630001,Silver,1455.0,2800,0,47,15,Specialist
46944AL0630001,Silver,1455.0,2800,0,48,16,Lab
46944AL0630001,Silver,1205.0,2800,0,49,16,Rx Specialty
46944AL0630001,Silver,1140.0,2800,0,50,16,Specialist
62141AR0080005,Bronze,7000,5000,500,0,1,
62141AR0080005,Bronze,6868.465,4868.465,500,1,1,Lab
62141AR0080005,Bronze,898.9685000000009,4368.465,0,2,1,Rx Specialty
62141AR0080005,Bronze,873.9685000000009,4368.465,0,3,1,Rx Generic
62141AR0080005,Bronze,589.0135000000009,4083.51,0,4,1,Specialist
62141AR0080005,Bronze,-660.441499999999,2834.0550000000003,0,5,1,Advanced Imaging
62141AR0100005,Bronze,7000,5000,500,0,1,
62141AR0100005,Bronze,6868.465,4868.465,500,1,1,Lab
62141AR0100005,Bronze,898.9685000000009,4368.465,0,2,1,Rx Specialty
62141AR0100005,Bronze,873.9685000000009,4368.465,0,3,1,Rx Generic
62141AR0100005,Bronze,589.0135000000009,4083.51,0,4,1,Specialist
62141AR0100005,Bronze,-660.441499999999,2834.0550000000003,0,5,1,Advanced Imaging
70525AR0070001,Bronze,6450,5000,0,0,1,
70525AR0070001,Bronze,6318.465,4868.465,0,1,1,Lab
70525AR0070001,Bronze,-5481.594999999999,0,0,2,1,Rx Specialty
75293AR1200007,Bronze,7150,6350,0,0,1,
75293AR1200007,Bronze,7018.465,6218.465,0,1,1,Lab
75293AR1200007,Bronze,-5456.594999999999,0,0,2,1,Rx Specialty
75293AR1200008,Bronze,6400,6400,0,0,1,
75293AR1200008,Bronze,6268.465,6268.465,0,1,1,Lab
75293AR1200008,Bronze,0.0,0,0,2,1,Rx Specialty
75293AR1210003,Bronze,7150,6200,0,0,1,
75293AR1210003,Bronze,7018.465,6068.465,0,1,1,Lab
75293AR1210003,Bronze,-5381.594999999999,0,0,2,1,Rx Specialty
70525AR0070006,Catastrophic,7150,7150,0,0,1,
70525AR0070006,Catastrophic,7018.465,7018.465,0,1,1,Lab
70525AR0070006,Catastrophic,0.0,0,0,2,1,Rx Specialty
75293AR1200009,Catastrophic,7150,7150,0,0,1,
75293AR1200009,Catastrophic,7018.465,7018.465,0,1,1,Lab
75293AR1200009,Catastrophic,0.0,0,0,2,1,Rx Specialty
62141AR0080002,Gold,6350,1000,500,0,1,
62141AR0080002,Gold,6218.465,868.465,500,1,1,Lab
62141AR0080002,Gold,248.96850000000086,368.46500000000003,0,2,1,Rx Specialty
62141AR0080002,Gold,238.96850000000086,368.46500000000003,0,3,1,Rx Generic
62141AR0080002,Gold,-45.986499999999126,83.51000000000005,0,4,1,Specialist
70525AR0070050,Gold,3500,2000,0,0,1,
70525AR0070050,Gold,3368.465,1868.465,0,1,1,Lab
70525AR0070050,Gold,3168.465,1868.465,0,2,1,Rx Specialty
70525AR0070050,Gold,3158.465,1868.465,0,3,1,Rx Generic
70525AR0070050,Gold,3108.465,1868.465,0,4,1,Specialist
70525AR0070050,Gold,1859.0100000000002,619.01,0,5,1,Advanced Imaging
70525AR0070050,Gold,1727.4750000000001,487.475,0,6,2,Lab
70525AR0070050,Gold,1677.4750000000001,487.475,0,7,2,Specialist
70525AR0070050,Gold,1545.94,355.94000000000005,0,8,3,Lab
70525AR0070050,Gold,1345.94,355.94000000000005,0,9,3,Rx Specialty
70525AR0070050,Gold,1295.94,355.94000000000005,0,10,3,Specialist
70525AR0070050,Gold,1164.405,224.40500000000006,0,11,4,Lab
70525AR0070050,Gold,1114.405,224.40500000000006,0,12,4,Specialist
70525AR0070050,Gold,982.87,92.87000000000006,0,13,5,Lab
70525AR0070050,Gold,782.87,92.87000000000006,0,14,3,Rx Specialty
70525AR0070050,Gold,732.87,92.87000000000006,0,15,5,Specialist
70525AR0070050,Gold,628.4005,0,0,16,6,Lab
70525AR0070050,Gold,578.4005,0,0,17,6,Specialist
70525AR0070050,Gold,538.9399999999999,0,0,18,7,Lab
70525AR0070050,Gold,164.1035,0,0,19,7,Advanced Imaging
70525AR0070050,Gold,-35.8965,0,0,20,7,Rx Specialty
37903AR0070008,Gold,3500,2000,0,0,1,
37903AR0070008,Gold,3368.465,1868.465,0,1,1,Lab
37903AR0070008,Gold,3168.465,1868.465,0,2,1,Rx Specialty
37903AR0070008,Gold,3158.465,1868.465,0,3,1,Rx Generic
37903AR0070008,Gold,3108.465,1868.465,0,4,1,Specialist
37903AR0070008,Gold,1859.0100000000002,619.01,0,5,1,Advanced Imaging
37903AR0070008,Gold,1727.4750000000001,487.475,0,6,2,Lab
37903AR0070008,Gold,1677.4750000000001,487.475,0,7,2,Specialist
37903AR0070008,Gold,1545.94,355.94000000000005,0,8,3,Lab
37903AR0070008,Gold,1345.94,355.94000000000005,0,9,3,Rx Specialty
37903AR0070008,Gold,1295.94,355.94000000000005,0,10,3,Specialist
37903AR0070008,Gold,1164.405,224.40500000000006,0,11,4,Lab
37903AR0070008,Gold,1114.405,224.40500000000006,0,12,4,Specialist
37903AR0070008,Gold,982.87,92.87000000000006,0,13,5,Lab
37903AR0070008,Gold,782.87,92.87000000000006,0,14,3,Rx Specialty
37903AR0070008,Gold,732.87,92.87000000000006,0,15,5,Specialist
37903AR0070008,Gold,628.4005,0,0,16,6,Lab
37903AR0070008,Gold,578.4005,0,0,17,6,Specialist
37903AR0070008,Gold,538.9399999999999,0,0,18,7,Lab
37903AR0070008,Gold,164.1035,0,0,19,7,Advanced Imaging
37903AR0070008,Gold,-35.8965,0,0,20,7,Rx Specialty
75293AR1200001,Gold,5500,500,0,0,1,
75293AR1200001,Gold,5368.465,368.46500000000003,0,1,1,Lab
75293AR1200001,Gold,1327.362,0,0,2,1,Rx Specialty
75293AR1200001,Gold,1312.362,0,0,3,1,Rx Generic
75293AR1200001,Gold,1272.362,0,0,4,1,Specialist
75293AR1200001,Gold,1022.4710000000001,0,0,5,1,Advanced Imaging
75293AR1200001,Gold,996.1640000000001,0,0,6,2,Lab
75293AR1200001,Gold,956.1640000000001,0,0,7,2,Specialist
75293AR1200001,Gold,929.8570000000001,0,0,8,3,Lab
75293AR1200001,Gold,-2452.661,0,0,9,3,Rx Specialty
75293AR1200002,Gold,4500,1000,0,0,1,
75293AR1200002,Gold,4368.465,868.465,0,1,1,Lab
75293AR1200002,Gold,-72.63799999999992,0,0,2,1,Rx Specialty
75293AR1210001,Gold,5000,500,0,0,1,
75293AR1210001,Gold,4868.465,368.46500000000003,0,1,1,Lab
75293AR1210001,Gold,827.3620000000001,0,0,2,1,Rx Specialty
75293AR1210001,Gold,812.3620000000001,0,0,3,1,Rx Generic
75293AR1210001,Gold,772.3620000000001,0,0,4,1,Specialist
75293AR1210001,Gold,522.4710000000001,0,0,5,1,Advanced Imaging
75293AR1210001,Gold,496.1640000000001,0,0,6,2,Lab
75293AR1210001,Gold,456.1640000000001,0,0,7,2,Specialist
75293AR1210001,Gold,429.8570000000001,0,0,8,3,Lab
75293AR1210001,Gold,-2952.661,0,0,9,3,Rx Specialty
62141AR0080007,Silver,6000,3000,1000,0,1,
62141AR0080007,Silver,5950.0,3000,1000,1,1,Lab
62141AR0080007,Silver,4700.0,2000,0,2,1,Rx Specialty
62141AR0080007,Silver,4690.0,2000,0,3,1,Rx Generic
62141AR0080007,Silver,4615.0,2000,0,4,1,Specialist
62141AR0080007,Silver,4465.0,2000,0,5,1,Advanced Imaging
62141AR0080007,Silver,4415.0,2000,0,6,2,Lab
62141AR0080007,Silver,4340.0,2000,0,7,2,Specialist
62141AR0080007,Silver,4290.0,2000,0,8,3,Lab
62141AR0080007,Silver,4040.0,2000,0,9,3,Rx Specialty
62141AR0080007,Silver,3965.0,2000,0,10,3,Specialist
62141AR0080007,Silver,3915.0,2000,0,11,4,Lab
62141AR0080007,Silver,3840.0,2000,0,12,4,Specialist
62141AR0080007,Silver,3790.0,2000,0,13,5,Lab
62141AR0080007,Silver,3540.0,2000,0,14,3,Rx Specialty
62141AR0080007,Silver,3465.0,2000,0,15,5,Specialist
62141AR0080007,Silver,3415.0,2000,0,16,6,Lab
62141AR0080007,Silver,3340.0,2000,0,17,6,Specialist
62141AR0080007,Silver,3290.0,2000,0,18,7,Lab
62141AR0080007,Silver,3140.0,2000,0,19,7,Advanced Imaging
62141AR0080007,Silver,2890.0,2000,0,20,7,Rx Specialty
62141AR0080007,Silver,2815.0,2000,0,21,7,Specialist
62141AR0080007,Silver,2765.0,2000,0,22,8,Lab
62141AR0080007,Silver,2515.0,2000,0,23,8,Rx Specialty
62141AR0080007,Silver,2440.0,2000,0,24,8,Specialist
62141AR0080007,Silver,2390.0,2000,0,25,9,Lab
62141AR0080007,Silver,2140.0,2000,0,26,9,Rx Specialty
62141AR0080007,Silver,2065.0,2000,0,27,9,Specialist
62141AR0080007,Silver,2015.0,2000,0,28,10,Lab
62141AR0080007,Silver,1865.0,2000,0,29,10,Advanced Imaging
62141AR0080007,Silver,1615.0,2000,0,30,10,Rx Specialty
62141AR0080007,Silver,1540.0,2000,0,31,10,Specialist
62141AR0080007,Silver,1490.0,2000,0,32,11,Lab
62141AR0080007,Silver,1240.0,2000,0,33,11,Rx Specialty
62141AR0080007,Silver,1165.0,2000,0,34,11,Specialist
62141AR0080007,Silver,1115.0,2000,0,35,12,Lab
62141AR0080007,Silver,865.0,2000,0,36,12,Rx Specialty
62141AR0080007,Silver,790.0,2000,0,37,12,Specialist
62141AR0080007,Silver,740.0,2000,0,38,13,Lab
62141AR0080007,Silver,590.0,2000,0,39,13,Advanced Imaging
62141AR0080007,Silver,340.0,2000,0,40,13,Rx Specialty
62141AR0080007,Silver,265.0,2000,0,41,13,Specialist
62141AR0080007,Silver,215.0,2000,0,42,14,Lab
62141AR0080007,Silver,-35.0,2000,0,43,14,Rx Specialty
62141AR0080008,Silver,6500,3000,0,0,1,
62141AR0080008,Silver,6368.465,2868.465,0,1,1,Lab
62141AR0080008,Silver,-1258.9569999999994,0,0,2,1,Rx Specialty
62141AR0100007,Silver,6000,3000,1000,0,1,
62141AR0100007,Silver,5950.0,3000,1000,1,1,Lab
62141AR0100007,Silver,4700.0,2000,0,2,1,Rx Specialty
62141AR0100007,Silver,4690.0,2000,0,3,1,Rx Generic
62141AR0100007,Silver,4615.0,2000,0,4,1,Specialist
62141AR0100007,Silver,4465.0,2000,0,5,1,Advanced Imaging
62141AR0100007,Silver,4415.0,2000,0,6,2,Lab
62141AR0100007,Silver,4340.0,2000,0,7,2,Specialist
62141AR0100007,Silver,4290.0,2000,0,8,3,Lab
62141AR0100007,Silver,4040.0,2000,0,9,3,Rx Specialty
62141AR0100007,Silver,3965.0,2000,0,10,3,Specialist
62141AR0100007,Silver,3915.0,2000,0,11,4,Lab
62141AR0100007,Silver,3840.0,2000,0,12,4,Specialist
62141AR0100007,Silver,3790.0,2000,0,13,5,Lab
62141AR0100007,Silver,3540.0,2000,0,14,3,Rx Specialty
62141AR0100007,Silver,3465.0,2000,0,15,5,Specialist
62141AR0100007,Silver,3415.0,2000,0,16,6,Lab
62141AR0100007,Silver,3340.0,2000,0,17,6,Specialist
62141AR0100007,Silver,3290.0,2000,0,18,7,Lab
62141AR0100007,Silver,3140.0,2000,0,19,7,Advanced Imaging
62141AR0100007,Silver,2890.0,2000,0,20,7,Rx Specialty
62141AR0100007,Silver,2815.0,2000,0,21,7,Specialist
62141AR0100007,Silver,2765.0,2000,0,22,8,Lab
62141AR0100007,Silver,2515.0,2000,0,23,8,Rx Specialty
62141AR0100007,Silver,2440.0,2000,0,24,8,Specialist
62141AR0100007,Silver,2390.0,2000,0,25,9,Lab
62141AR0100007,Silver,2140.0,2000,0,26,9,Rx Specialty
62141AR0100007,Silver,2065.0,2000,0,27,9,Specialist
62141AR0100007,Silver,2015.0,2000,0,28,10,Lab
62141AR0100007,Silver,1865.0,2000,0,29,10,Advanced Imaging
62141AR0100007,Silver,1615.0,2000,0,30,10,Rx Specialty
62141AR0100007,Silver,1540.0,2000,0,31,10,Specialist
62141AR0100007,Silver,1490.0,2000,0,32,11,Lab
62141AR0100007,Silver,1240.0,2000,0,33,11,Rx Specialty
62141AR0100007,Silver,1165.0,2000,0,34,11,Specialist
62141AR0100007,Silver,1115.0,2000,0,35,12,Lab
62141AR0100007,Silver,865.0,2000,0,36,12,Rx Specialty
62141AR0100007,Silver,790.0,2000,0,37,12,Specialist
62141AR0100007,Silver,740.0,2000,0,38,13,Lab
62141AR0100007,Silver,590.0,2000,0,39,13,Advanced Imaging
62141AR0100007,Silver,340.0,2000,0,40,13,Rx Specialty
62141AR0100007,Silver,265.0,2000,0,41,13,Specialist
62141AR0100007,Silver,215.0,2000,0,42,14,Lab
62141AR0100007,Silver,-35.0,2000,0,43,14,Rx Specialty
62141AR0100008,Silver,6500,3000,0,0,1,
62141AR0100008,Silver,6368.465,2868.465,0,1,1,Lab
62141AR0100008,Silver,-1258.9569999999994,0,0,2,1,Rx Specialty
70525AR0070003,Silver,7150,4000,0,0,1,
70525AR0070003,Silver,7018.465,3868.465,0,1,1,Lab
70525AR0070003,Silver,6818.465,3868.465,0,2,1,Rx Specialty
70525AR0070003,Silver,6798.465,3868.465,0,3,1,Rx Generic
70525AR0070003,Silver,6733.465,3868.465,0,4,1,Specialist
70525AR0070003,Silver,5484.01,2619.01,0,5,1,Advanced Imaging
70525AR0070003,Silver,5352.475,2487.4750000000004,0,6,2,Lab
70525AR0070003,Silver,5287.475,2487.4750000000004,0,7,2,Specialist
70525AR0070003,Silver,5155.9400000000005,2355.9400000000005,0,8,3,Lab
70525AR0070003,Silver,4955.9400000000005,2355.9400000000005,0,9,3,Rx Specialty
70525AR0070003,Silver,4890.9400000000005,2355.9400000000005,0,10,3,Specialist
70525AR0070003,Silver,4759.405000000001,2224.4050000000007,0,11,4,Lab
