Plan,Metal Level,OOPM,Deductible,Drug Deductible,Number of Claims,Visits,Category
30252FL0070005,Silver,3975.0,5950,3000,59,19,Inpatient Physician
30252FL0070007,Silver,171.76530879999996,0,0,59,19,Inpatient Physician
30252FL0070013,Silver,-86.97111929999971,0,0,50,16,Advanced Imaging
30252FL0070017,Silver,91.83733380000253,0,0,59,19,Inpatient Physician
16842FL0120044,Bronze,0.0,0,0,22,7,Advanced Imaging
16842FL0120068,Bronze,-258.93870099999947,346.0612990000006,0,28,9,Inpatient Physician
16842FL0120078,Bronze,0.0,0,0,18,6,Inpatient Physician
16842FL0120082,Bronze,-457.0395197500004,0,0,22,7,Advanced Imaging
16842FL0120076,Gold,3360.0,0,0,59,19,Inpatient Physician
16842FL0120084,Gold,-9.086666199997339,0,0,55,18,Specialist
16842FL0120062,Platinum,1150.1092016000002,0,0,59,19,Inpatient Physician
16842FL0120066,Platinum,1150.1092016000002,0,0,59,19,Inpatient Physician
16842FL0120070,Platinum,1320.0,0,0,59,19,Inpatient Physician
16842FL0120033,Silver,3975.0,5950,3000,59,19,Inpatient Physician
16842FL0120060,Silver,-5.6364700999997055,0,0,48,16,Specialist
16842FL0120072,Silver,171.76530879999996,0,0,59,19,Inpatient Physician
16842FL0120080,Silver,91.83733380000253,0,0,59,19,Inpatient Physician
56503FL1380002,Bronze,-44.004423699999144,0,0,23,8,Lab
56503FL1460001,Bronze,-143.03336604999961,0,0,25,8,Inpatient Physician
56503FL2240001,Bronze,-91.65456329999911,0,0,25,8,Inpatient Physician
56503FL2260001,Bronze,-110.74585539999944,0,0,31,10,Inpatient Physician
56503FL2530002,Bronze,-314.43833899999913,130.5616610000011,0,22,7,Advanced Imaging
56503FL2540002,Bronze,-314.43833899999913,130.5616610000011,0,22,7,Advanced Imaging
56503FL2670001,Bronze,-457.0395197500004,0,0,22,7,Advanced Imaging
36194FL0020003,Bronze,0.0,0,0,18,6,Inpatient Physician
36194FL0020020,Bronze,-457.0395197500004,0,0,22,7,Advanced Imaging
36194FL0020023,Bronze,0.0,0,0,21,7,Inpatient Physician
36194FL0040001,Bronze,-320.0462009999995,309.9537990000005,309.9537990000005,25,8,Inpatient Physician
36194FL0040003,Bronze,0.0,0,0,18,6,Inpatient Physician
36194FL0040004,Bronze,-9.917664749998735,0,0,27,9,Specialist
36194FL0040020,Bronze,-457.0395197500004,0,0,22,7,Advanced Imaging
36194FL0040023,Bronze,0.0,0,0,21,7,Inpatient Physician
56503FL1300001,Catastrophic,0.0,0,0,21,7,Inpatient Physician
56503FL1320001,Catastrophic,0.0,0,0,21,7,Inpatient Physician
36194FL0020018,Catastrophic,0.0,0,0,21,7,Inpatient Physician
36194FL0040018,Catastrophic,0.0,0,0,21,7,Inpatient Physician
56503FL1390001,Gold,-9.086666199997339,0,0,55,18,Specialist
56503FL2000001,Gold,4635.0,2000,0,59,19,Inpatient Physician
56503FL2010001,Gold,4635.0,2000,0,59,19,Inpatient Physician
56503FL2090002,Gold,2235.1092016000002,0,0,59,19,Inpatient Physician
56503FL2590002,Gold,1560.0,0,0,59,19,Inpatient Physician
56503FL2600002,Gold,1560.0,0,0,59,19,Inpatient Physician
36194FL0020012,Gold,-20.0,0,0,24,8,Specialist
36194FL0020022,Gold,-9.086666199997339,0,0,55,18,Specialist
36194FL0040012,Gold,-20.0,0,0,24,8,Specialist
36194FL0040014,Gold,-58.494440199999445,0,0,43,14,Inpatient Physician
36194FL0040015,Gold,1080.0,1500,200,59,19,Inpatient Physician
36194FL0040016,Gold,-19.21830829999844,0,0,48,16,Specialist
36194FL0040022,Gold,-9.086666199997339,0,0,55,18,Specialist
56503FL1400001,Platinum,735.0,0,0,59,19,Inpatient Physician
56503FL1980001,Platinum,3040.0,0,0,59,19,Inpatient Physician
56503FL1990001,Platinum,3040.0,0,0,59,19,Inpatient Physician
56503FL2610001,Platinum,1150.1092016000002,0,0,59,19,Inpatient Physician
56503FL2620002,Platinum,1150.1092016000002,0,0,59,19,Inpatient Physician
56503FL2630002,Platinum,1320.0,0,0,59,19,Inpatient Physician
56503FL2640002,Platinum,1320.0,0,0,59,19,Inpatient Physician
56503FL2650002,Platinum,1630.0,250,0,59,19,Inpatient Physician
56503FL2660002,Platinum,1630.0,500,0,59,19,Inpatient Physician
56503FL1330001,Silver,-58.629999299999696,0,0,55,18,Specialist
56503FL1410001,Silver,-58.629999299999696,0,0,55,18,Specialist
56503FL2040001,Silver,4475.0,5000,0,59,19,Inpatient Physician
56503FL2060001,Silver,-60.15894019999989,0,0,34,11,Inpatient Physician
56503FL2550002,Silver,3975.0,5600,3000,59,19,Inpatient Physician
56503FL2560002,Silver,3975.0,5600,3000,59,19,Inpatient Physician
56503FL2570001,Silver,-108.87476060000037,0,0,25,8,Inpatient Physician
56503FL2580002,Silver,-108.87476060000037,0,0,25,8,Inpatient Physician
56503FL2680001,Silver,91.83733380000253,0,0,59,19,Inpatient Physician
36194FL0020008,Silver,-91.10591499999646,0,0,50,16,Advanced Imaging
36194FL0020009,Silver,-88.23030169999926,0,0,40,13,Inpatient Physician
36194FL0020021,Silver,91.83733380000253,0,0,59,19,Inpatient Physician
36194FL0020024,Silver,724.0323821000042,0,0,59,19,Inpatient Physician
36194FL0040005,Silver,199.99999999999994,0,0,59,19,Inpatient Physician
36194FL0040006,Silver,-49.99999999999997,0,0,20,7,Specialist
36194FL0040007,Silver,-69.30182089999983,0,0,45,15,Specialist
36194FL0040008,Silver,-91.10591499999646,0,0,50,16,Advanced Imaging
36194FL0040009,Silver,-88.23030169999926,0,0,40,13,Inpatient Physician
36194FL0040010,Silver,-71.96097199999873,0,0,43,14,Inpatient Physician
36194FL0040011,Silver,394.0323821000053,0,0,59,19,Inpatient Physician
36194FL0040021,Silver,91.83733380000253,0,0,59,19,Inpatient Physician
36194FL0040024,Silver,724.0323821000042,0,0,59,19,Inpatient Physician
21663FL0130006,Bronze,0.0,0,0,20,7,Specialist
21663FL0140004,Bronze,0.0,0,0,20,7,Specialist
21663FL0150004,Bronze,0.0,0,0,20,7,Specialist
35783FL1160042,Bronze,0.0,0,0,18,6,Inpatient Physician
35783FL1160043,Bronze,-14.89901080000071,0,0,30,10,Specialist
54172FL0010003,Bronze,-260.33859680000114,0,0,22,7,Advanced Imaging
54172FL0020002,Bronze,-457.0395197500004,0,0,22,7,Advanced Imaging
35783FL1160041,Catastrophic,0.0,0,0,21,7,Inpatient Physician
21663FL0130001,Gold,1444.032382099999,0,0,59,19,Inpatient Physician
54172FL0010001,Gold,2727.722261399998,0,0,59,19,Inpatient Physician
21663FL0130002,Silver,-15.001667799999368,0,0,30,10,Specialist
21663FL0130003,Silver,-420.0,0,0,22,7,Advanced Imaging
21663FL0130005,Silver,-35.30336779999878,0,0,45,15,Specialist
21663FL0130008,Silver,-2.9550516999992453,0,0,45,15,Specialist
21663FL0130009,Silver,-32.03333899999936,387.96666100000084,0,23,8,Lab
21663FL0130010,Silver,91.83733380000253,0,0,59,19,Inpatient Physician
21663FL0140001,Silver,-15.001667799999368,0,0,30,10,Specialist
21663FL0140002,Silver,-420.0,0,0,22,7,Advanced Imaging
21663FL0140003,Silver,-35.30336779999878,0,0,45,15,Specialist
21663FL0140006,Silver,-2.9550516999992453,0,0,45,15,Specialist
21663FL0150001,Silver,-15.001667799999368,0,0,30,10,Specialist
21663FL0150002,Silver,-420.0,0,0,22,7,Advanced Imaging
21663FL0150003,Silver,-35.30336779999878,0,0,45,15,Specialist
21663FL0150006,Silver,-2.9550516999992453,0,0,45,15,Specialist
35783FL1160044,Silver,526.8373338000027,0,0,59,19,Inpatient Physician
54172FL0010002,Silver,-19.248857900000516,0,0,56,18,Inpatient Physician
54172FL0020001,Silver,91.83733380000253,0,0,59,19,Inpatient Physician
36194FL0060003,Bronze,0.0,0,0,18,6,Inpatient Physician
36194FL0060020,Bronze,-457.0395197500004,0,0,22,7,Advanced Imaging
36194FL0060023,Bronze,0.0,0,0,21,7,Inpatient Physician
36194FL0080001,Bronze,-320.0462009999995,309.9537990000005,309.9537990000005,25,8,Inpatient Physician
36194FL0080003,Bronze,0.0,0,0,18,6,Inpatient Physician
36194FL0080004,Bronze,-9.917664749998735,0,0,27,9,Specialist
36194FL0080020,Bronze,-457.0395197500004,0,0,22,7,Advanced Imaging
36194FL0080023,Bronze,0.0,0,0,21,7,Inpatient Physician
36194FL0060018,Catastrophic,0.0,0,0,21,7,Inpatient Physician
36194FL0080018,Catastrophic,0.0,0,0,21,7,Inpatient Physician
36194FL0060012,Gold,-20.0,0,0,24,8,Specialist
36194FL0060022,Gold,-9.086666199997339,0,0,55,18,Specialist
36194FL0080012,Gold,-20.0,0,0,24,8,Specialist
36194FL0080014,Gold,-58.494440199999445,0,0,43,14,Inpatient Physician
36194FL0080015,Gold,1080.0,1500,200,59,19,Inpatient Physician
36194FL0080016,Gold,-19.21830829999844,0,0,48,16,Specialist
36194FL0080022,Gold,-9.086666199997339,0,0,55,18,Specialist
36194FL0060008,Silver,-91.10591499999646,0,0,50,16,Advanced Imaging
36194FL0060009,Silver,-88.23030169999926,0,0,40,13,Inpatient Physician
36194FL0060021,Silver,91.83733380000253,0,0,59,19,Inpatient Physician
36194FL0060024,Silver,724.0323821000042,0,0,59,19,Inpatient Physician
36194FL0080005,Silver,199.99999999999994,0,0,59,19,Inpatient Physician
36194FL0080006,Silver,-49.99999999999997,0,0,20,7,Specialist
36194FL0080007,Silver,-69.30182089999983,0,0,45,15,Specialist
36194FL0080008,Silver,-91.10591499999646,0,0,50,16,Advanced Imaging
36194FL0080009,Silver,-88.23030169999926,0,0,40,13,Inpatient Physician
36194FL0080010,Silver,-71.96097199999873,0,0,43,14,Inpatient Physician
36194FL0080011,Silver,394.0323821000053,0,0,59,19,Inpatient Physician
36194FL0080021,Silver,91.83733380000253,0,0,59,19,Inpatient Physician
36194FL0080024,Silver,724.0323821000042,0,0,59,19,Inpatient Physician
35783FL1160014,Bronze,0.0,0,0,18,6,Inpatient Physician
35783FL1160015,Bronze,-14.89901080000071,0,0,30,10,Specialist
35783FL1160013,Catastrophic,0.0,0,0,21,7,Inpatient Physician
35783FL1160016,Silver,526.8373338000027,0,0,59,19,Inpatient Physician
35783FL1160036,Bronze,0.0,0,0,18,6,Inpatient Physician
35783FL1160037,Bronze,-14.89901080000071,0,0,30,10,Specialist
35783FL1160035,Catastrophic,0.0,0,0,21,7,Inpatient Physician
35783FL1160039,Gold,1216.8373338000013,0,0,59,19,Inpatient Physician
35783FL1160038,Silver,526.8373338000027,0,0,59,19,Inpatient Physician
35783FL1160002,Bronze,0.0,0,0,18,6,Inpatient Physician
35783FL1160003,Bronze,-14.89901080000071,0,0,30,10,Specialist
35783FL1160001,Catastrophic,0.0,0,0,21,7,Inpatient Physician
35783FL1160004,Silver,526.8373338000027,0,0,59,19,Inpatient Physician
35783FL1160031,Bronze,0.0,0,0,18,6,Inpatient Physician
35783FL1160060,Bronze,-14.89901080000071,0,0,30,10,Specialist
35783FL1160030,Catastrophic,0.0,0,0,21,7,Inpatient Physician
35783FL1160032,Silver,526.8373338000027,0,0,59,19,Inpatient Physician
49046GA0410015,Bronze,0.0,0,0,18,6,Inpatient Physician
49046GA0410017,Bronze,-45.88814670000026,0,0,33,11,Inpatient Physician
49046GA0410021,Bronze,-637.401368599999,0,0,30,10,Inpatient Physician
49046GA0410022,Bronze,-73.99895620000026,0,0,27,9,Inpatient Physician
49046GA0410029,Bronze,-627.8015966999998,0,0,30,10,Inpatient Physician
49046GA0410014,Catastrophic,0.0,0,0,21,7,Inpatient Physician
49046GA0610004,Gold,13.855473299998557,0,0,59,19,Inpatient Physician
49046GA0410019,Silver,316.90698945000275,0,0,57,19,Inpatient Physician
49046GA0410020,Silver,1364.4069894499942,0,0,57,19,Inpatient Physician
49046GA0410023,Silver,1165.7736632499978,0,0,57,19,Inpatient Physician
49046GA0410024,Silver,-58.042179749999654,0,0,23,8,Specialist
49046GA0410032,Silver,-114.50114049999934,0,0,30,10,Inpatient Physician
49046GA0610003,Silver,153.81397889999937,0,0,57,19,Inpatient Physician
83761GA0040021,Bronze,0.0,0,0,21,7,Inpatient Physician
83761GA0040024,Bronze,-457.0395197500004,0,0,22,7,Advanced Imaging
83761GA0040031,Bronze,0.0,0,0,18,6,Inpatient Physician
83761GA0040032,Bronze,-91.65456329999911,0,0,25,8,Inpatient Physician
83761GA0040002,Gold,4700.0,0,0,59,19,Inpatient Physician
83761GA0040003,Gold,3788.4186668999955,0,0,59,19,Inpatient Physician
83761GA0040026,Gold,-9.086666199997339,0,0,55,18,Specialist
83761GA0040022,Platinum,525.0,0,0,59,19,Inpatient Physician
83761GA0040023,Platinum,775.0,0,0,59,19,Inpatient Physician
83761GA0040007,Silver,-130.6842025499975,0,0,46,15,Inpatient Physician
83761GA0040010,Silver,-77.7977492999997,0,0,56,18,Inpatient Physician
83761GA0040017,Silver,1260.0,0,0,59,19,Inpatient Physician
83761GA0040025,Silver,91.83733380000253,0,0,59,19,Inpatient Physician
70893GA0010006,Bronze,0.0,0,0,20,7,Specialist
70893GA0020004,Bronze,0.0,0,0,20,7,Specialist
70893GA0030004,Bronze,0.0,0,0,20,7,Specialist
70893GA0010001,Gold,1444.032382099999,0,0,59,19,Inpatient Physician
70893GA0010002,Silver,-15.001667799999368,0,0,30,10,Specialist
70893GA0010003,Silver,-420.0,0,0,22,7,Advanced Imaging
70893GA0010005,Silver,-35.30336779999878,0,0,45,15,Specialist
70893GA0010008,Silver,-2.9550516999992453,0,0,45,15,Specialist
70893GA0010009,Silver,-32.03333899999936,387.96666100000084,0,23,8,Lab
70893GA0010010,Silver,91.83733380000253,0,0,59,19,Inpatient Physician
70893GA0020001,Silver,-15.001667799999368,0,0,30,10,Specialist
70893GA0020002,Silver,-420.0,0,0,22,7,Advanced Imaging
70893GA0020003,Silver,-35.30336779999878,0,0,45,15,Specialist
70893GA0020006,Silver,-2.9550516999992453,0,0,45,15,Specialist
70893GA0030001,Silver,-15.001667799999368,0,0,30,10,Specialist
70893GA0030002,Silver,-420.0,0,0,22,7,Advanced Imaging
70893GA0030003,Silver,-35.30336779999878,0,0,45,15,Specialist
70893GA0030006,Silver,-2.9550516999992453,0,0,45,15,Specialist
89942GA0050007,Bronze,-257.4013685999994,0,0,31,10,Inpatient Physician
89942GA0050009,Bronze,-95.85001899999928,0,0,21,7,Inpatient Physician
89942GA0050013,Bronze,-227.03951975000007,0,0,22,7,Advanced Imaging
89942GA0050015,Bronze,-457.0395197500004,0,0,22,7,Advanced Imaging
89942GA0050010,Catastrophic,0.0,0,0,21,7,Inpatient Physician
89942GA0050002,Gold,1154.9283959000009,0,0,59,19,Inpatient Physician
89942GA0050003,Gold,-9.086666199997339,0,0,55,18,Specialist
89942GA0050012,Gold,-33.3810693999977,0,0,59,19,Inpatient Physician
89942GA0050004,Silver,324.92839590000034,0,0,59,19,Inpatient Physician
89942GA0050005,Silver,-81.17910409999965,0,0,53,17,Inpatient Physician
89942GA0050006,Silver,-9.393149299996345,0,0,53,17,Inpatient Physician
89942GA0050014,Silver,91.83733380000253,0,0,59,19,Inpatient Physician
49046GA0410045,Bronze,0.0,0,0,18,6,Inpatient Physician
49046GA0410049,Bronze,-45.88814670000026,0,0,33,11,Inpatient Physician
49046GA0410061,Bronze,-637.401368599999,0,0,30,10,Inpatient Physician
49046GA0410065,Bronze,-73.99895620000026,0,0,27,9,Inpatient Physician
49046GA0410077,Bronze,-627.8015966999998,0,0,30,10,Inpatient Physician
93332GA0710040,Bronze,0.0,0,0,18,6,Inpatient Physician
93332GA0710054,Bronze,-14.89901080000071,0,0,30,10,Specialist
49046GA0410041,Catastrophic,0.0,0,0,21,7,Inpatient Physician
93332GA0710039,Catastrophic,0.0,0,0,21,7,Inpatient Physician
49046GA0610013,Gold,13.855473299998557,0,0,59,19,Inpatient Physician
49046GA0410053,Silver,316.90698945000275,0,0,57,19,Inpatient Physician
49046GA0410057,Silver,1364.4069894499942,0,0,57,19,Inpatient Physician
49046GA0410069,Silver,1165.7736632499978,0,0,57,19,Inpatient Physician
49046GA0410073,Silver,-68.76026549999997,0,0,29,10,Specialist
49046GA0410081,Silver,-114.50114049999934,0,0,30,10,Inpatient Physician
49046GA0610009,Silver,153.81397889999937,0,0,57,19,Inpatient Physician
93332GA0710041,Silver,526.8373338000027,0,0,59,19,Inpatient Physician
49046GA0410046,Bronze,0.0,0,0,18,6,Inpatient Physician
49046GA0410050,Bronze,-45.88814670000026,0,0,33,11,Inpatient Physician
49046GA0410062,Bronze,-637.401368599999,0,0,30,10,Inpatient Physician
49046GA0410066,Bronze,-73.99895620000026,0,0,27,9,Inpatient Physician
49046GA0410078,Bronze,-627.8015966999998,0,0,30,10,Inpatient Physician
93332GA0710045,Bronze,0.0,0,0,18,6,Inpatient Physician
93332GA0710055,Bronze,-14.89901080000071,0,0,30,10,Specialist
49046GA0410042,Catastrophic,0.0,0,0,21,7,Inpatient Physician
93332GA0710044,Catastrophic,0.0,0,0,21,7,Inpatient Physician
49046GA0610014,Gold,13.855473299998557,0,0,59,19,Inpatient Physician
49046GA0410054,Silver,316.90698945000275,0,0,57,19,Inpatient Physician
49046GA0410058,Silver,1364.4069894499942,0,0,57,19,Inpatient Physician
49046GA0410070,Silver,1165.7736632499978,0,0,57,19,Inpatient Physician
49046GA0410074,Silver,-68.76026549999997,0,0,29,10,Specialist
49046GA0410082,Silver,-114.50114049999934,0,0,30,10,Inpatient Physician
49046GA0610010,Silver,153.81397889999937,0,0,57,19,Inpatient Physician
93332GA0710046,Silver,526.8373338000027,0,0,59,19,Inpatient Physician
93332GA0710002,Bronze,0.0,0,0,18,6,Inpatient Physician
93332GA0710003,Bronze,-14.89901080000071,0,0,30,10,Specialist
93332GA0710001,Catastrophic,0.0,0,0,21,7,Inpatient Physician
93332GA0710004,Silver,526.8373338000027,0,0,59,19,Inpatient Physician
49046GA0410026,Bronze,0.0,0,0,18,6,Inpatient Physician
49046GA0410028,Bronze,-637.401368599999,0,0,30,10,Inpatient Physician
49046GA0410030,Bronze,-627.8015966999998,0,0,30,10,Inpatient Physician
49046GA0410035,Bronze,-45.88814670000026,0,0,33,11,Inpatient Physician
49046GA0410036,Bronze,-73.99895620000026,0,0,27,9,Inpatient Physician
49046GA0410037,Catastrophic,0.0,0,0,21,7,Inpatient Physician
49046GA0610005,Gold,13.855473299998557,0,0,59,19,Inpatient Physician
49046GA0410027,Silver,316.90698945000275,0,0,57,19,Inpatient Physician
49046GA0410031,Silver,1165.7736632499978,0,0,57,19,Inpatient Physician
49046GA0410033,Silver,-68.76026549999997,0,0,29,10,Specialist
49046GA0410034,Silver,-114.50114049999934,0,0,30,10,Inpatient Physician
49046GA0410038,Silver,1364.4069894499942,0,0,57,19,Inpatient Physician
49046GA0610006,Silver,153.81397889999937,0,0,57,19,Inpatient Physician
49046GA0410044,Bronze,0.0,0,0,18,6,Inpatient Physician
49046GA0410048,Bronze,-45.88814670000026,0,0,33,11,Inpatient Physician
