Plan,Metal Level,OOPM,Deductible,Drug Deductible,Number of Claims,Visits,Category
30252FL0070015,Bronze,-4995.9355,0,0,2,1,Rx Specialty
16842FL0070120,Gold,-4365.827499999999,0,0,2,1,Rx Specialty
16842FL0070128,Gold,-1001.0314999999991,1118.465,0,2,1,Rx Specialty
30252FL0020074,Gold,-4365.827499999999,0,0,2,1,Rx Specialty
30252FL0020082,Gold,-1001.0314999999991,1118.465,0,2,1,Rx Specialty
30252FL0070009,Gold,-5135.827499999999,0,0,2,1,Rx Specialty
16842FL0070102,Platinum,-6865.827499999999,800,0,2,1,Rx Specialty
16842FL0070106,Platinum,-6865.827499999999,800,0,2,1,Rx Specialty
16842FL0070110,Platinum,-7365.827499999999,0,0,2,1,Rx Specialty
30252FL0020062,Platinum,-6865.827499999999,800,0,2,1,Rx Specialty
30252FL0020068,Platinum,-7365.827499999999,0,0,2,1,Rx Specialty
16842FL0070073,Silver,-3740.8274999999994,2950,0,2,1,Rx Specialty
16842FL0070100,Silver,-3015.8274999999994,5000,0,2,1,Rx Specialty
16842FL0070114,Silver,-5465.827499999999,0,0,2,1,Rx Specialty
16842FL0070124,Silver,-474.1970000000001,3368.465,0,2,1,Rx Specialty
30252FL0020033,Silver,-3740.8274999999994,2950,0,2,1,Rx Specialty
30252FL0020060,Silver,-3015.8274999999994,5000,0,2,1,Rx Specialty
30252FL0020070,Silver,-5465.827499999999,0,0,2,1,Rx Specialty
30252FL0020078,Silver,-474.1970000000001,3368.465,0,2,1,Rx Specialty
30252FL0070005,Silver,-3740.8274999999994,2950,0,2,1,Rx Specialty
30252FL0070007,Silver,-5465.827499999999,0,0,2,1,Rx Specialty
30252FL0070013,Silver,-3015.8274999999994,5000,0,2,1,Rx Specialty
30252FL0070017,Silver,-474.1970000000001,3368.465,0,2,1,Rx Specialty
16842FL0120044,Bronze,0,0,0,2,1,Rx Specialty
16842FL0120068,Bronze,-5685.827499999999,0,0,2,1,Rx Specialty
16842FL0120078,Bronze,0.0,0,0,2,1,Rx Specialty
16842FL0120082,Bronze,-4995.9355,0,0,2,1,Rx Specialty
16842FL0120076,Gold,-4365.827499999999,0,0,2,1,Rx Specialty
16842FL0120084,Gold,-1001.0314999999991,1118.465,0,2,1,Rx Specialty
16842FL0120062,Platinum,-6865.827499999999,800,0,2,1,Rx Specialty
16842FL0120066,Platinum,-6865.827499999999,800,0,2,1,Rx Specialty
16842FL0120070,Platinum,-7365.827499999999,0,0,2,1,Rx Specialty
16842FL0120033,Silver,-3740.8274999999994,2950,0,2,1,Rx Specialty
16842FL0120060,Silver,-3015.8274999999994,5000,0,2,1,Rx Specialty
16842FL0120072,Silver,-5465.827499999999,0,0,2,1,Rx Specialty
16842FL0120080,Silver,-474.1970000000001,3368.465,0,2,1,Rx Specialty
56503FL1380002,Bronze,-4731.594999999999,0,0,2,1,Rx Specialty
56503FL1460001,Bronze,-4681.594999999999,0,0,2,1,Rx Specialty
56503FL2240001,Bronze,-5631.594999999999,0,0,2,1,Rx Specialty
56503FL2260001,Bronze,-5881.594999999999,0,0,2,1,Rx Specialty
56503FL2530002,Bronze,-5931.594999999999,0,0,2,1,Rx Specialty
56503FL2540002,Bronze,-5931.594999999999,0,0,2,1,Rx Specialty
56503FL2670001,Bronze,-4995.9355,0,0,2,1,Rx Specialty
36194FL0020003,Bronze,0.0,0,0,2,1,Rx Specialty
36194FL0020020,Bronze,-4995.9355,0,0,2,1,Rx Specialty
36194FL0020023,Bronze,0.0,0,0,2,1,Rx Specialty
36194FL0040001,Bronze,-243.9514999999992,4750.545,0,5,1,Advanced Imaging
36194FL0040003,Bronze,0.0,0,0,2,1,Rx Specialty
36194FL0040004,Bronze,-2763.9569999999985,0,0,2,1,Rx Specialty
36194FL0040020,Bronze,-4995.9355,0,0,2,1,Rx Specialty
36194FL0040023,Bronze,0.0,0,0,2,1,Rx Specialty
56503FL1300001,Catastrophic,0.0,0,0,2,1,Rx Specialty
56503FL1320001,Catastrophic,0.0,0,0,2,1,Rx Specialty
36194FL0020018,Catastrophic,0.0,0,0,2,1,Rx Specialty
36194FL0040018,Catastrophic,0.0,0,0,2,1,Rx Specialty
56503FL1390001,Gold,-1001.0314999999991,1118.465,0,2,1,Rx Specialty
56503FL2000001,Gold,-3865.8274999999994,2000,0,2,1,Rx Specialty
56503FL2010001,Gold,-3865.8274999999994,2000,0,2,1,Rx Specialty
56503FL2090002,Gold,-4865.827499999999,1500,0,2,1,Rx Specialty
56503FL2590002,Gold,-6165.827499999999,0,0,2,1,Rx Specialty
56503FL2600002,Gold,-6165.827499999999,0,0,2,1,Rx Specialty
36194FL0020012,Gold,-3091.031499999999,2168.465,0,2,1,Rx Specialty
36194FL0020022,Gold,-1001.0314999999991,1118.465,0,2,1,Rx Specialty
36194FL0040012,Gold,-3091.031499999999,2168.465,0,2,1,Rx Specialty
36194FL0040014,Gold,-1200.786,550.5450000000001,0,5,1,Advanced Imaging
36194FL0040015,Gold,-2259.4964999999993,1300,0,2,1,Rx Specialty
36194FL0040016,Gold,-236.3189999999995,0,0,2,1,Rx Specialty
36194FL0040022,Gold,-1001.0314999999991,1118.465,0,2,1,Rx Specialty
56503FL1400001,Platinum,-7865.827499999999,0,0,2,1,Rx Specialty
56503FL1980001,Platinum,-5365.827499999999,0,0,2,1,Rx Specialty
56503FL1990001,Platinum,-5365.827499999999,0,0,2,1,Rx Specialty
56503FL2610001,Platinum,-6865.827499999999,800,0,2,1,Rx Specialty
56503FL2620002,Platinum,-6865.827499999999,800,0,2,1,Rx Specialty
56503FL2630002,Platinum,-7365.827499999999,0,0,2,1,Rx Specialty
56503FL2640002,Platinum,-7365.827499999999,0,0,2,1,Rx Specialty
56503FL2650002,Platinum,-6865.827499999999,250,0,2,1,Rx Specialty
56503FL2660002,Platinum,-6865.827499999999,500,0,2,1,Rx Specialty
56503FL1330001,Silver,-3531.5949999999993,0,0,2,1,Rx Specialty
56503FL1410001,Silver,-3531.5949999999993,0,0,2,1,Rx Specialty
56503FL2040001,Silver,-2965.8274999999994,5000,0,2,1,Rx Specialty
56503FL2060001,Silver,-3265.8274999999994,4500,0,2,1,Rx Specialty
56503FL2550002,Silver,-3740.8274999999994,2600,0,2,1,Rx Specialty
56503FL2560002,Silver,-3740.8274999999994,2600,0,2,1,Rx Specialty
56503FL2570001,Silver,-342.66200000000026,6500,0,2,1,Rx Specialty
56503FL2580002,Silver,-342.66200000000026,6500,0,2,1,Rx Specialty
56503FL2680001,Silver,-474.1970000000001,3368.465,0,2,1,Rx Specialty
36194FL0020008,Silver,-51.03149999999914,2468.465,0,2,1,Rx Specialty
36194FL0020009,Silver,-1065.486499999999,1619.0100000000002,0,5,1,Advanced Imaging
36194FL0020021,Silver,-474.1970000000001,3368.465,0,2,1,Rx Specialty
36194FL0020024,Silver,-500.441499999999,734.0550000000003,0,5,1,Advanced Imaging
36194FL0040005,Silver,-987.2759999999998,2534.0550000000003,0,5,1,Advanced Imaging
36194FL0040006,Silver,-37.865999999999985,3468.465,0,2,1,Rx Specialty
36194FL0040007,Silver,-2143.849,3500,0,9,3,Rx Specialty
36194FL0040008,Silver,-51.03149999999914,2468.465,0,2,1,Rx Specialty
36194FL0040009,Silver,-1065.486499999999,1619.0100000000002,0,5,1,Advanced Imaging
36194FL0040010,Silver,-101.03149999999914,1368.465,0,2,1,Rx Specialty
36194FL0040011,Silver,-1605.7615000000003,0,0,14,3,Rx Specialty
36194FL0040021,Silver,-474.1970000000001,3368.465,0,2,1,Rx Specialty
36194FL0040024,Silver,-500.441499999999,734.0550000000003,0,5,1,Advanced Imaging
21663FL0130006,Bronze,0.0,0,0,2,1,Rx Specialty
21663FL0140004,Bronze,0.0,0,0,2,1,Rx Specialty
21663FL0150004,Bronze,0.0,0,0,2,1,Rx Specialty
35783FL1160042,Bronze,0.0,0,0,2,1,Rx Specialty
35783FL1160043,Bronze,-2847.3624999999993,5018.465,0,2,1,Rx Specialty
54172FL0010003,Bronze,-5606.594999999999,0,0,2,1,Rx Specialty
54172FL0020002,Bronze,-4995.9355,0,0,2,1,Rx Specialty
35783FL1160041,Catastrophic,0.0,0,0,2,1,Rx Specialty
21663FL0130001,Gold,-45.986499999999126,83.51000000000005,0,4,1,Specialist
54172FL0010001,Gold,-4743.164499999999,0,0,9,3,Rx Specialty
21663FL0130002,Silver,-1672.638,0,0,2,1,Rx Specialty
21663FL0130003,Silver,0.0,0,0,2,1,Rx Specialty
21663FL0130005,Silver,-872.6379999999999,0,0,2,1,Rx Specialty
21663FL0130008,Silver,-1258.9569999999994,0,0,2,1,Rx Specialty
21663FL0130009,Silver,0.0,0,0,2,1,Rx Specialty
21663FL0130010,Silver,-474.1970000000001,3368.465,0,2,1,Rx Specialty
21663FL0140001,Silver,-1672.638,0,0,2,1,Rx Specialty
21663FL0140002,Silver,0.0,0,0,2,1,Rx Specialty
21663FL0140003,Silver,-872.6379999999999,0,0,2,1,Rx Specialty
21663FL0140006,Silver,-1258.9569999999994,0,0,2,1,Rx Specialty
21663FL0150001,Silver,-1672.638,0,0,2,1,Rx Specialty
21663FL0150002,Silver,0.0,0,0,2,1,Rx Specialty
21663FL0150003,Silver,-872.6379999999999,0,0,2,1,Rx Specialty
21663FL0150006,Silver,-1258.9569999999994,0,0,2,1,Rx Specialty
35783FL1160044,Silver,-2597.3624999999993,2918.465,0,2,1,Rx Specialty
54172FL0010002,Silver,-377.66200000000026,2400,0,2,1,Rx Specialty
54172FL0020001,Silver,-474.1970000000001,3368.465,0,2,1,Rx Specialty
36194FL0060003,Bronze,0.0,0,0,2,1,Rx Specialty
36194FL0060020,Bronze,-4995.9355,0,0,2,1,Rx Specialty
36194FL0060023,Bronze,0.0,0,0,2,1,Rx Specialty
36194FL0080001,Bronze,-243.9514999999992,4750.545,0,5,1,Advanced Imaging
36194FL0080003,Bronze,0.0,0,0,2,1,Rx Specialty
36194FL0080004,Bronze,-2763.9569999999985,0,0,2,1,Rx Specialty
36194FL0080020,Bronze,-4995.9355,0,0,2,1,Rx Specialty
36194FL0080023,Bronze,0.0,0,0,2,1,Rx Specialty
36194FL0060018,Catastrophic,0.0,0,0,2,1,Rx Specialty
36194FL0080018,Catastrophic,0.0,0,0,2,1,Rx Specialty
36194FL0060012,Gold,-3091.031499999999,2168.465,0,2,1,Rx Specialty
36194FL0060022,Gold,-1001.0314999999991,1118.465,0,2,1,Rx Specialty
36194FL0080012,Gold,-3091.031499999999,2168.465,0,2,1,Rx Specialty
36194FL0080014,Gold,-1200.786,550.5450000000001,0,5,1,Advanced Imaging
36194FL0080015,Gold,-2259.4964999999993,1300,0,2,1,Rx Specialty
36194FL0080016,Gold,-236.3189999999995,0,0,2,1,Rx Specialty
36194FL0080022,Gold,-1001.0314999999991,1118.465,0,2,1,Rx Specialty
36194FL0060008,Silver,-51.03149999999914,2468.465,0,2,1,Rx Specialty
36194FL0060009,Silver,-1065.486499999999,1619.0100000000002,0,5,1,Advanced Imaging
36194FL0060021,Silver,-474.1970000000001,3368.465,0,2,1,Rx Specialty
36194FL0060024,Silver,-500.441499999999,734.0550000000003,0,5,1,Advanced Imaging
36194FL0080005,Silver,-987.2759999999998,2534.0550000000003,0,5,1,Advanced Imaging
36194FL0080006,Silver,-37.865999999999985,3468.465,0,2,1,Rx Specialty
36194FL0080007,Silver,-2143.849,3500,0,9,3,Rx Specialty
36194FL0080008,Silver,-51.03149999999914,2468.465,0,2,1,Rx Specialty
36194FL0080009,Silver,-1065.486499999999,1619.0100000000002,0,5,1,Advanced Imaging
36194FL0080010,Silver,-101.03149999999914,1368.465,0,2,1,Rx Specialty
36194FL0080011,Silver,-1605.7615000000003,0,0,14,3,Rx Specialty
36194FL0080021,Silver,-474.1970000000001,3368.465,0,2,1,Rx Specialty
36194FL0080024,Silver,-500.441499999999,734.0550000000003,0,5,1,Advanced Imaging
35783FL1160014,Bronze,0.0,0,0,2,1,Rx Specialty
35783FL1160015,Bronze,-2847.3624999999993,5018.465,0,2,1,Rx Specialty
35783FL1160013,Catastrophic,0.0,0,0,2,1,Rx Specialty
35783FL1160016,Silver,-2597.3624999999993,2918.465,0,2,1,Rx Specialty
35783FL1160036,Bronze,0.0,0,0,2,1,Rx Specialty
35783FL1160037,Bronze,-2847.3624999999993,5018.465,0,2,1,Rx Specialty
35783FL1160035,Catastrophic,0.0,0,0,2,1,Rx Specialty
35783FL1160039,Gold,-1012.6142499999987,618.4649999999999,0,2,1,Rx Specialty
35783FL1160038,Silver,-2597.3624999999993,2918.465,0,2,1,Rx Specialty
35783FL1160002,Bronze,0.0,0,0,2,1,Rx Specialty
35783FL1160003,Bronze,-2847.3624999999993,5018.465,0,2,1,Rx Specialty
35783FL1160001,Catastrophic,0.0,0,0,2,1,Rx Specialty
35783FL1160004,Silver,-2597.3624999999993,2918.465,0,2,1,Rx Specialty
35783FL1160031,Bronze,0.0,0,0,2,1,Rx Specialty
35783FL1160060,Bronze,-2847.3624999999993,5018.465,0,2,1,Rx Specialty
35783FL1160030,Catastrophic,0.0,0,0,2,1,Rx Specialty
35783FL1160032,Silver,-2597.3624999999993,2918.465,0,2,1,Rx Specialty
49046GA0410015,Bronze,0.0,0,0,2,1,Rx Specialty
49046GA0410017,Bronze,-3515.276,0,0,2,1,Rx Specialty
49046GA0410021,Bronze,-4235.276,0,0,2,1,Rx Specialty
49046GA0410022,Bronze,-3695.276,0,0,2,1,Rx Specialty
49046GA0410029,Bronze,-3905.276,0,0,2,1,Rx Specialty
49046GA0410014,Catastrophic,0.0,0,0,2,1,Rx Specialty
49046GA0610004,Gold,-3335.276,0,0,2,1,Rx Specialty
49046GA0410019,Silver,-4465.276,0,0,2,1,Rx Specialty
49046GA0410020,Silver,-2195.276,0,0,2,1,Rx Specialty
49046GA0410023,Silver,-1595.2759999999998,0,0,2,1,Rx Specialty
49046GA0410024,Silver,-3374.197,2368.465,0,2,1,Rx Specialty
49046GA0410032,Silver,-4025.276,0,0,2,1,Rx Specialty
49046GA0610003,Silver,-2245.276,0,0,2,1,Rx Specialty
83761GA0040021,Bronze,-5856.594999999999,0,0,2,1,Rx Specialty
83761GA0040024,Bronze,-4995.9355,0,0,2,1,Rx Specialty
83761GA0040031,Bronze,0.0,0,0,2,1,Rx Specialty
83761GA0040032,Bronze,-2958.9569999999985,0,0,2,1,Rx Specialty
83761GA0040002,Gold,-3031.5949999999993,0,0,2,1,Rx Specialty
83761GA0040003,Gold,-2781.5949999999993,0,0,2,1,Rx Specialty
83761GA0040026,Gold,-1001.0314999999991,1118.465,0,2,1,Rx Specialty
83761GA0040022,Platinum,-8181.594999999999,0,0,2,1,Rx Specialty
83761GA0040023,Platinum,-7806.594999999999,0,0,2,1,Rx Specialty
83761GA0040007,Silver,-3156.5949999999993,0,0,2,1,Rx Specialty
83761GA0040010,Silver,-3531.5949999999993,0,0,2,1,Rx Specialty
83761GA0040017,Silver,-4656.594999999999,0,0,2,1,Rx Specialty
83761GA0040025,Silver,-474.1970000000001,3368.465,0,2,1,Rx Specialty
70893GA0010006,Bronze,0.0,0,0,2,1,Rx Specialty
70893GA0020004,Bronze,0.0,0,0,2,1,Rx Specialty
70893GA0030004,Bronze,0.0,0,0,2,1,Rx Specialty
70893GA0010001,Gold,-45.986499999999126,83.51000000000005,0,4,1,Specialist
70893GA0010002,Silver,-1672.638,0,0,2,1,Rx Specialty
70893GA0010003,Silver,0.0,0,0,2,1,Rx Specialty
70893GA0010005,Silver,-872.6379999999999,0,0,2,1,Rx Specialty
70893GA0010008,Silver,-1258.9569999999994,0,0,2,1,Rx Specialty
70893GA0010009,Silver,0.0,0,0,2,1,Rx Specialty
70893GA0010010,Silver,-474.1970000000001,3368.465,0,2,1,Rx Specialty
70893GA0020001,Silver,-1672.638,0,0,2,1,Rx Specialty
70893GA0020002,Silver,0.0,0,0,2,1,Rx Specialty
70893GA0020003,Silver,-872.6379999999999,0,0,2,1,Rx Specialty
70893GA0020006,Silver,-1258.9569999999994,0,0,2,1,Rx Specialty
70893GA0030001,Silver,-1672.638,0,0,2,1,Rx Specialty
70893GA0030002,Silver,0.0,0,0,2,1,Rx Specialty
70893GA0030003,Silver,-872.6379999999999,0,0,2,1,Rx Specialty
70893GA0030006,Silver,-1258.9569999999994,0,0,2,1,Rx Specialty
89942GA0050007,Bronze,-3097.3624999999993,2868.465,0,2,1,Rx Specialty
89942GA0050009,Bronze,-5981.594999999999,0,0,2,1,Rx Specialty
89942GA0050013,Bronze,-5131.594999999999,0,0,2,1,Rx Specialty
89942GA0050015,Bronze,-4995.9355,0,0,2,1,Rx Specialty
89942GA0050010,Catastrophic,0.0,0,0,2,1,Rx Specialty
89942GA0050002,Gold,-2393.70525,0,0,2,1,Rx Specialty
89942GA0050003,Gold,-1001.0314999999991,1118.465,0,2,1,Rx Specialty
89942GA0050012,Gold,-4085.7797499999997,868.4649999999999,0,2,1,Rx Specialty
89942GA0050004,Silver,-2597.3624999999993,1368.465,0,2,1,Rx Specialty
89942GA0050005,Silver,-2597.3624999999993,2368.465,0,2,1,Rx Specialty
89942GA0050006,Silver,-4806.594999999999,0,0,2,1,Rx Specialty
89942GA0050014,Silver,-474.1970000000001,3368.465,0,2,1,Rx Specialty
49046GA0410045,Bronze,0.0,0,0,2,1,Rx Specialty
49046GA0410049,Bronze,-3515.276,0,0,2,1,Rx Specialty
49046GA0410061,Bronze,-4235.276,0,0,2,1,Rx Specialty
49046GA0410065,Bronze,-3695.276,0,0,2,1,Rx Specialty
49046GA0410077,Bronze,-3905.276,0,0,2,1,Rx Specialty
93332GA0710040,Bronze,0.0,0,0,2,1,Rx Specialty
93332GA0710054,Bronze,-2847.3624999999993,5018.465,0,2,1,Rx Specialty
49046GA0410041,Catastrophic,0.0,0,0,2,1,Rx Specialty
93332GA0710039,Catastrophic,0.0,0,0,2,1,Rx Specialty
49046GA0610013,Gold,-3335.276,0,0,2,1,Rx Specialty
49046GA0410053,Silver,-4465.276,0,0,2,1,Rx Specialty
49046GA0410057,Silver,-2195.276,0,0,2,1,Rx Specialty
49046GA0410069,Silver,-1595.2759999999998,0,0,2,1,Rx Specialty
49046GA0410073,Silver,-3374.197,2368.465,0,2,1,Rx Specialty
49046GA0410081,Silver,-4025.276,0,0,2,1,Rx Specialty
49046GA0610009,Silver,-2245.276,0,0,2,1,Rx Specialty
93332GA0710041,Silver,-2597.3624999999993,2918.465,0,2,1,Rx Specialty
49046GA0410046,Bronze,0.0,0,0,2,1,Rx Specialty
49046GA0410050,Bronze,-3515.276,0,0,2,1,Rx Specialty
49046GA0410062,Bronze,-4235.276,0,0,2,1,Rx Specialty
49046GA0410066,Bronze,-3695.276,0,0,2,1,Rx Specialty
49046GA0410078,Bronze,-3905.276,0,0,2,1,Rx Specialty
93332GA0710045,Bronze,0.0,0,0,2,1,Rx Specialty
93332GA0710055,Bronze,-2847.3624999999993,5018.465,0,2,1,Rx Specialty
49046GA0410042,Catastrophic,0.0,0,0,2,1,Rx Specialty
93332GA0710044,Catastrophic,0.0,0,0,2,1,Rx Specialty
49046GA0610014,Gold,-3335.276,0,0,2,1,Rx Specialty
49046GA0410054,Silver,-4465.276,0,0,2,1,Rx Specialty
49046GA0410058,Silver,-2195.276,0,0,2,1,Rx Specialty
49046GA0410070,Silver,-1595.2759999999998,0,0,2,1,Rx Specialty
49046GA0410074,Silver,-3374.197,2368.465,0,2,1,Rx Specialty
49046GA0410082,Silver,-4025.276,0,0,2,1,Rx Specialty
49046GA0610010,Silver,-2245.276,0,0,2,1,Rx Specialty
93332GA0710046,Silver,-2597.3624999999993,2918.465,0,2,1,Rx Specialty
93332GA0710002,Bronze,0.0,0,0,2,1,Rx Specialty
93332GA0710003,Bronze,-2847.3624999999993,5018.465,0,2,1,Rx Specialty
93332GA0710001,Catastrophic,0.0,0,0,2,1,Rx Specialty
93332GA0710004,Silver,-2597.3624999999993,2918.465,0,2,1,Rx Specialty
49046GA0410026,Bronze,0.0,0,0,2,1,Rx Specialty
49046GA0410028,Bronze,-4235.276,0,0,2,1,Rx Specialty
49046GA0410030,Bronze,-3905.276,0,0,2,1,Rx Specialty
49046GA0410035,Bronze,-3515.276,0,0,2,1,Rx Specialty
49046GA0410036,Bronze,-3695.276,0,0,2,1,Rx Specialty
49046GA0410037,Catastrophic,0.0,0,0,2,1,Rx Specialty
49046GA0610005,Gold,-3335.276,0,0,2,1,Rx Specialty
